Name,Gender,Country,Party,Position,Branch,YearTookOffice,YearLeftOffice,Status,Twitter,source_file
Antje Lezius,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,,query (4).csv
Antje Tillmann,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,AntjeTillmann,query (4).csv
Antje Tillmann,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,AntjeTillmann,query (4).csv
Anton Friesen,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2017,2021,Former,drfriesenmdb,query (4).csv
Anton Hofreiter,Male,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2025,,Current,ToniHofreiter,query (4).csv
Anton Hofreiter,Male,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2021,,Current,ToniHofreiter,query (4).csv
Anton Hofreiter,Male,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2017,2021,Former,ToniHofreiter,query (4).csv
Ariane Fäscher,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,2025,Former,arianefaescher,query (4).csv
Armand Zorn,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2025,,Current,ArmandZorn,query (4).csv
Armand Zorn,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,,Current,ArmandZorn,query (4).csv
Armin Grau,Male,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2025,,Current,ArminGrau,query (4).csv
Armin Grau,Male,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2021,,Current,ArminGrau,query (4).csv
Armin Laschet,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,ArminLaschet,query (4).csv
Armin Laschet,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,ArminLaschet,query (4).csv
Armin Schwarz,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,2024,Former,ArminSchwarz,query (4).csv
Armin-Paul Hampel,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2017,2021,Former,Paul_Hampel_BT,query (4).csv
Arne Raue,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2025,,Current,MdBArneRaue,query (4).csv
Arno Klare,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2017,2021,Former,arnoklare,query (4).csv
Arnold Vaatz,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,,query (4).csv
Artur Auernhammer,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2025,,Current,,query (4).csv
Artur Auernhammer,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2017,2021,Former,,query (4).csv
Artur Auernhammer,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2021,2025,Former,,query (4).csv
Astrid Damerow,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,,query (4).csv
Astrid Damerow,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,,query (4).csv
Astrid Grotelüschen,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,,query (4).csv
Astrid Mannes,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,,query (4).csv
Astrid Timmermann-Fechter,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,,query (4).csv
Astrid Timmermann-Fechter,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,,query (4).csv
Ates Gürpinar,Male,Germany,Die Linke,member of the German Bundestag,Legislative,2025,,Current,AtesGuerpinar,query (4).csv
Ates Gürpinar,Male,Germany,Die Linke,member of the German Bundestag,Legislative,2021,,Current,AtesGuerpinar,query (4).csv
Awet Tesfaiesus,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2021,,Current,AwetTesfaiesus,query (4).csv
Awet Tesfaiesus,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2025,,Current,AwetTesfaiesus,query (4).csv
Axel Echeverria,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,2025,Former,Axel_MdB,query (4).csv
Axel Fischer,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,Axel_Fischer,query (4).csv
Axel Gehrke,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2017,2021,Former,axelgehrke,query (4).csv
Axel Knoerig,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,axel_knoerig,query (4).csv
Axel Knoerig,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,axel_knoerig,query (4).csv
Axel Knoerig,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,axel_knoerig,query (4).csv
Axel Müller,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,,query (4).csv
Axel Müller,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,,query (4).csv
Axel Müller,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,,query (4).csv
Axel Schäfer,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,,Current,,query (4).csv
Axel Schäfer,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2017,2021,Former,,query (4).csv
Axel Troost,Male,Germany,Die Linke,member of the German Bundestag,Legislative,2021,2021,Former,AxelTroost,query (4).csv
Aydan Özoğuz,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2025,,Current,oezoguz,query (4).csv
Aydan Özoğuz,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,,Current,oezoguz,query (4).csv
Aydan Özoğuz,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2017,2021,Former,oezoguz,query (4).csv
Ayşe Aşar,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2025,,Current,AyseAsar4,query (4).csv
Barbara Benkstein,Female,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2021,2025,Former,,query (4).csv
Barbara Hendricks,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2013,,Current,MSchroeren,query (4).csv
Barbara Hendricks,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2017,2021,Former,MSchroeren,query (4).csv
Bartholomäus Kalb,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2013,,Current,,query (4).csv
Bastian Ernst,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,,query (4).csv
Bastian Treuheit,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2025,,Current,B_Treuheit,query (4).csv
Beate Müller-Gemmeke,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2017,2021,Former,GrueneBeate,query (4).csv
Beate Müller-Gemmeke,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2021,,Current,GrueneBeate,query (4).csv
Beate Walter-Rosenheimer,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2017,2021,Former,beatewaro,query (4).csv
Beate Walter-Rosenheimer,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2021,,Current,beatewaro,query (4).csv
Beatrix von Storch,Female,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2025,,Current,Beatrix_vStorch,query (4).csv
Beatrix von Storch,Female,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2021,,Current,Beatrix_vStorch,query (4).csv
Beatrix von Storch,Female,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2017,2021,Former,Beatrix_vStorch,query (4).csv
Bela Bach,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2020,2021,Former,bela_bach,query (4).csv
Benedikt Büdenbender,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,bbuedenbender,query (4).csv
Bengt Bergt,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,2025,Former,bengtbergt,query (4).csv
Benjamin Strasser,Male,Germany,Free Democratic Party,member of the German Bundestag,Legislative,2021,,Current,bstrasser,query (4).csv
Benjamin Strasser,Male,Germany,Free Democratic Party,member of the German Bundestag,Legislative,2017,2021,Former,bstrasser,query (4).csv
Bernd Baumann,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2017,2021,Former,DrBerndBaumann,query (4).csv
Bernd Baumann,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2025,,Current,DrBerndBaumann,query (4).csv
Bernd Baumann,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2021,,Current,DrBerndBaumann,query (4).csv
Bernd Fabritius,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2021,2021,Former,berndfabritius,query (4).csv
Bernd Reuther,Male,Germany,Free Democratic Party,member of the German Bundestag,Legislative,2021,,Current,reuther_bernd,query (4).csv
Bernd Reuther,Male,Germany,Free Democratic Party,member of the German Bundestag,Legislative,2017,2021,Former,reuther_bernd,query (4).csv
Bernd Riexinger,Male,Germany,Die Linke,member of the German Bundestag,Legislative,2021,,Current,b_riexinger,query (4).csv
Bernd Riexinger,Male,Germany,Die Linke,member of the German Bundestag,Legislative,2017,2021,Former,b_riexinger,query (4).csv
Bernd Rützel,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2017,2021,Former,ruetzelbernd,query (4).csv
Bernd Rützel,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,,Current,ruetzelbernd,query (4).csv
Bernd Rützel,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2025,,Current,ruetzelbernd,query (4).csv
Bernd Schattner,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2025,,Current,Schattner_MdB,query (4).csv
Bernd Schattner,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2021,,Current,Schattner_MdB,query (4).csv
Bernd Schuhmann,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2025,,Current,,query (4).csv
Bernd Siebert,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2020,2021,Former,BerndSiebert,query (4).csv
Bernd Westphal,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,,Current,BerndWestphal4,query (4).csv
Bernd Westphal,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2017,2021,Former,BerndWestphal4,query (4).csv
Bernhard Daldrup,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2017,2021,Former,BernhardDaldrup,query (4).csv
Bernhard Daldrup,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,,Current,BernhardDaldrup,query (4).csv
Bernhard Herrmann,Male,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2021,2025,Former,BHerrmann_,query (4).csv
Bernhard Loos,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2021,,Current,,query (4).csv
Bernhard Loos,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2017,2021,Former,,query (4).csv
Bettina Hagedorn,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,,Current,,query (4).csv
Bettina Hagedorn,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2025,,Current,,query (4).csv
Bettina Hagedorn,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2017,2021,Former,,query (4).csv
Bettina Hoffmann,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2017,2021,Former,bhoffmann_mdb,query (4).csv
Bettina Hoffmann,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2021,,Current,bhoffmann_mdb,query (4).csv
Bettina Lugk,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2025,,Current,BettinaLugk,query (4).csv
Bettina Lugk,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,,Current,BettinaLugk,query (4).csv
Bettina Müller,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2017,2021,Former,BetMueller,query (4).csv
Bettina Müller,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,,Current,BetMueller,query (4).csv
Bettina Stark-Watzinger,Female,Germany,Free Democratic Party,member of the German Bundestag,Legislative,2017,2021,Former,starkwatzinger,query (4).csv
Bettina Stark-Watzinger,Female,Germany,Free Democratic Party,member of the German Bundestag,Legislative,2021,,Current,starkwatzinger,query (4).csv
Bettina Wiesmann,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2024,2025,Former,bmwiesmann,query (4).csv
Bettina Wiesmann,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,bmwiesmann,query (4).csv
Bijan Djir-Sarai,Male,Germany,Free Democratic Party,member of the German Bundestag,Legislative,2021,,Current,DjirSarai,query (4).csv
Bijan Djir-Sarai,Male,Germany,Free Democratic Party,member of the German Bundestag,Legislative,2017,2021,Former,DjirSarai,query (4).csv
Birgit Bessin,Female,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2025,,Current,BirgitBessin,query (4).csv
Birgit Malsack-Winkemann,Female,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2017,2021,Former,malsackwinkeman,query (4).csv
Birke Bull-Bischoff,Female,Germany,Die Linke,member of the German Bundestag,Legislative,2017,2021,Former,Birke_Bull,query (4).csv
Björn Simon,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,BjoernSimon,query (4).csv
Björn Simon,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,BjoernSimon,query (4).csv
Björn Simon,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,BjoernSimon,query (4).csv
Bodo Ramelow,Male,Germany,Die Linke,member of the German Bundestag,Legislative,2025,,Current,bodoramelow,query (4).csv
Boris Gamanov,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2025,,Current,,query (4).csv
Boris Mijatovic,Male,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2025,,Current,borismijatovic,query (4).csv
