Name,Gender,Country,Party,Position,Branch,YearTookOffice,YearLeftOffice,Status,Twitter,Has_Twitter,match_score,univ_Gender,univ_Country,univ_Party,univ_Position,univ_Branch,univ_Role,univ_YearTookOffice,univ_Status,univ_Region
Sebastian Steineke,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,SteinekeCDU,True,100.0,m,Germany,CDU,,Legislative,Bundestag,2017,Previous,
Sebastian Steineke,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,SteinekeCDU,True,100.0,m,Germany,CDU,,Legislative,Bundestag,2017,Previous,
Sepp Müller,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,mueller_sepp,True,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Sepp Müller,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,mueller_sepp,True,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Sepp Müller,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,mueller_sepp,True,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Serap Güler,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,SerapGueler,True,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Serap Güler,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,SerapGueler,True,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Sevim Dağdelen,Female,Germany,Sahra Wagenknecht Alliance,member of the German Bundestag,Legislative,2021,,Current,SevimDagdelen,True,100.0,f,Germany,BSW,,Legislative,Bundestag,2021,Incumbent,
Sevim Dağdelen,Female,Germany,Sahra Wagenknecht Alliance,member of the German Bundestag,Legislative,2017,2021,Former,SevimDagdelen,True,100.0,f,Germany,BSW,,Legislative,Bundestag,2021,Incumbent,
Siegbert Droese,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2017,2021,Former,SiegbertDroese,True,100.0,m,Germany,AfD,,Legislative,Bundestag,2017,Previous,
Siemtje Möller,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2025,,Current,SiemtjeMdB,True,100.0,f,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Siemtje Möller,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,,Current,SiemtjeMdB,True,100.0,f,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Siemtje Möller,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2017,2021,Former,SiemtjeMdB,True,100.0,f,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Silke Launert,Female,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2017,2021,Former,DrLaunert,True,100.0,f,Germany,CSU,,Legislative,Bundestag,2021,Incumbent,
Silke Launert,Female,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2021,,Current,DrLaunert,True,100.0,f,Germany,CSU,,Legislative,Bundestag,2021,Incumbent,
Silke Launert,Female,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2025,,Current,DrLaunert,True,100.0,f,Germany,CSU,,Legislative,Bundestag,2021,Incumbent,
Silvia Breher,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,2025,Former,BreherSilvia,True,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Silvia Breher,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,BreherSilvia,True,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Silvia Breher,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,BreherSilvia,True,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Simona Koß,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,2025,Former,SimonaMdB,True,100.0,f,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Simone Barrientos Krauss,Female,Germany,Die Linke,member of the German Bundestag,Legislative,2017,2021,Former,SBarrientosK,True,82.92682926829268,f,Germany,The Left,,Legislative,Bundestag,2017,Previous,
Simone Borchardt,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,,False,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Simone Borchardt,Female,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,,False,100.0,f,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Sonja Eichwede,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,,Current,sonjaeichwede,True,100.0,f,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Sonja Eichwede,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2025,,Current,sonjaeichwede,True,100.0,f,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Stefan Gelbhaar,Male,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2017,2021,Former,StefanGelbhaar,True,100.0,m,Germany,The Greens,,Legislative,Bundestag,2021,Incumbent,
Stefan Gelbhaar,Male,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2021,,Current,StefanGelbhaar,True,100.0,m,Germany,The Greens,,Legislative,Bundestag,2021,Incumbent,
Stefan Heck,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,StHeck,True,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Stefan Kaufmann,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,StefanKaufmann,True,100.0,m,Germany,CDU,,Legislative,Bundestag,2024,Incumbent,
Stefan Kaufmann,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2024,2025,Former,StefanKaufmann,True,100.0,m,Germany,CDU,,Legislative,Bundestag,2024,Incumbent,
Stefan Keuter,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2025,,Current,StefanKeuterAfD,True,100.0,m,Germany,AfD,,Legislative,Bundestag,2021,Incumbent,
Stefan Keuter,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2021,,Current,StefanKeuterAfD,True,100.0,m,Germany,AfD,,Legislative,Bundestag,2021,Incumbent,
Stefan Keuter,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2017,2021,Former,StefanKeuterAfD,True,100.0,m,Germany,AfD,,Legislative,Bundestag,2021,Incumbent,
Stefan Liebich,Male,Germany,Die Linke,member of the German Bundestag,Legislative,2017,2021,Former,berlinliebich,True,100.0,m,Germany,The Left,,Legislative,Bundestag,2017,Previous,
Stefan Möller,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2025,,Current,MoellerAfD,True,92.3076923076923,m,Germany,CSU,,Legislative,Bundestag,2021,Previous,
Stefan Müller,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2017,2021,Former,smuellermdb,True,100.0,m,Germany,CSU,,Legislative,Bundestag,2021,Previous,
Stefan Müller,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2021,2024,Former,smuellermdb,True,100.0,m,Germany,CSU,,Legislative,Bundestag,2021,Previous,
Stefan Nacke,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,,False,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Stefan Nacke,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,,False,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Stefan Rouenhoff,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,StefanRouenhoff,True,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Stefan Rouenhoff,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,StefanRouenhoff,True,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Stefan Rouenhoff,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,StefanRouenhoff,True,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Stefan Sauer,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,stefansauer45,True,100.0,m,Germany,CDU,,Legislative,Bundestag,2017,Previous,
Stefan Schmidt,Male,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2025,,Current,Schmidt_MdB,True,100.0,m,Germany,The Greens,,Legislative,Bundestag,2021,Incumbent,
Stefan Schmidt,Male,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2021,,Current,Schmidt_MdB,True,100.0,m,Germany,The Greens,,Legislative,Bundestag,2021,Incumbent,
Stefan Schmidt,Male,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2017,2021,Former,Schmidt_MdB,True,100.0,m,Germany,The Greens,,Legislative,Bundestag,2021,Incumbent,
Stefan Schwartze,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,,Current,s_schwartze,True,100.0,m,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Stefan Schwartze,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2025,,Current,s_schwartze,True,100.0,m,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Stefan Schwartze,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2017,2021,Former,s_schwartze,True,100.0,m,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Stefan Seidler,Male,Germany,South Schleswig Voter Federation,member of the German Bundestag,Legislative,2025,,Current,stefan_seidler,True,100.0,m,Germany,SSW,,Legislative,Bundestag,2021,Incumbent,
Stefan Seidler,Male,Germany,South Schleswig Voter Federation,member of the German Bundestag,Legislative,2021,,Current,stefan_seidler,True,100.0,m,Germany,SSW,,Legislative,Bundestag,2021,Incumbent,
Stefan Wenzel,Male,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2021,2025,Former,StefWenzel,True,100.0,m,Germany,The Greens,,Legislative,Bundestag,2021,Incumbent,
Stefan Zierke,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2021,,Current,zierke,True,100.0,m,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Stefan Zierke,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2025,,Current,zierke,True,100.0,m,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Stefan Zierke,Male,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2017,2021,Former,zierke,True,100.0,m,Germany,SPD,,Legislative,Bundestag,2021,Incumbent,
Steffen Bilger,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2013,,Current,steffenbilger,True,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Steffen Bilger,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,steffenbilger,True,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Steffen Bilger,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,steffenbilger,True,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Steffen Bilger,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,steffenbilger,True,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Steffen Janich,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2025,,Current,steffen_janich,True,100.0,m,Germany,AfD,,Legislative,Bundestag,2021,Incumbent,
Steffen Janich,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2021,,Current,steffen_janich,True,100.0,m,Germany,AfD,,Legislative,Bundestag,2021,Incumbent,
Steffen Kotré,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2021,,Current,SteffenKotre,True,100.0,m,Germany,AfD,,Legislative,Bundestag,2021,Incumbent,
Steffen Kotré,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2025,,Current,SteffenKotre,True,100.0,m,Germany,AfD,,Legislative,Bundestag,2021,Incumbent,
Steffen Kotré,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2017,2021,Former,SteffenKotre,True,100.0,m,Germany,AfD,,Legislative,Bundestag,2021,Incumbent,
Steffi Lemke,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2017,2021,Former,SteffiLemke,True,100.0,f,Germany,Greens,"Federal Minister for the Environment, Nature Conservation, Nuclear Safety and Consumer Protection",Executive,Cabinet,2021,Previous,
Steffi Lemke,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2021,,Current,SteffiLemke,True,100.0,f,Germany,Greens,"Federal Minister for the Environment, Nature Conservation, Nuclear Safety and Consumer Protection",Executive,Cabinet,2021,Previous,
Steffi Lemke,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2025,,Current,SteffiLemke,True,100.0,f,Germany,Greens,"Federal Minister for the Environment, Nature Conservation, Nuclear Safety and Consumer Protection",Executive,Cabinet,2021,Previous,
Stephan Albani,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2025,,Current,,False,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Stephan Albani,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2021,,Current,,False,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Stephan Albani,Male,Germany,Christian Democratic Union,member of the German Bundestag,Legislative,2017,2021,Former,,False,100.0,m,Germany,CDU,,Legislative,Bundestag,2021,Incumbent,
Stephan Brandner,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2017,2021,Former,StBrandner,True,100.0,m,Germany,AfD,,Legislative,Bundestag,2021,Incumbent,
Stephan Brandner,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2021,,Current,StBrandner,True,100.0,m,Germany,AfD,,Legislative,Bundestag,2021,Incumbent,
Stephan Brandner,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2025,,Current,StBrandner,True,100.0,m,Germany,AfD,,Legislative,Bundestag,2021,Incumbent,
Stephan Mayer,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2025,,Current,StephanMayerCSU,True,100.0,m,Germany,CSU,,Legislative,Bundestag,2021,Incumbent,
Stephan Mayer,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2021,,Current,StephanMayerCSU,True,100.0,m,Germany,CSU,,Legislative,Bundestag,2021,Incumbent,
Stephan Mayer,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2017,2021,Former,StephanMayerCSU,True,100.0,m,Germany,CSU,,Legislative,Bundestag,2021,Incumbent,
Stephan Pilsinger,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2021,,Current,StephPilsinger,True,100.0,m,Germany,CSU,,Legislative,Bundestag,2021,Incumbent,
Stephan Pilsinger,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2025,,Current,StephPilsinger,True,100.0,m,Germany,CSU,,Legislative,Bundestag,2021,Incumbent,
Stephan Pilsinger,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2017,2021,Former,StephPilsinger,True,100.0,m,Germany,CSU,,Legislative,Bundestag,2021,Incumbent,
Stephan Protschka,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2025,,Current,afdprotschka,True,100.0,m,Germany,AfD,,Legislative,Bundestag,2021,Incumbent,
Stephan Protschka,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2021,,Current,afdprotschka,True,100.0,m,Germany,AfD,,Legislative,Bundestag,2021,Incumbent,
Stephan Protschka,Male,Germany,Alternative for Germany,member of the German Bundestag,Legislative,2017,2021,Former,afdprotschka,True,100.0,m,Germany,AfD,,Legislative,Bundestag,2021,Incumbent,
Stephan Seiter,Male,Germany,Free Democratic Party,member of the German Bundestag,Legislative,2021,2025,Former,StSeiter,True,100.0,m,Germany,FDP,,Legislative,Bundestag,2021,Incumbent,
Stephan Stracke,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2025,,Current,,False,100.0,m,Germany,CSU,,Legislative,Bundestag,2021,Incumbent,
Stephan Stracke,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2021,,Current,,False,100.0,m,Germany,CSU,,Legislative,Bundestag,2021,Incumbent,
Stephan Stracke,Male,Germany,Christian Social Union of Bavaria,member of the German Bundestag,Legislative,2017,2021,Former,,False,100.0,m,Germany,CSU,,Legislative,Bundestag,2021,Incumbent,
Stephan Thomae,Male,Germany,Free Democratic Party,member of the German Bundestag,Legislative,2017,2021,Former,StephanThomae,True,100.0,m,Germany,FDP,,Legislative,Bundestag,2021,Incumbent,
Stephan Thomae,Male,Germany,Free Democratic Party,member of the German Bundestag,Legislative,2021,,Current,StephanThomae,True,100.0,m,Germany,FDP,,Legislative,Bundestag,2021,Incumbent,
Stephanie Aeffner,Female,Germany,Alliance '90/The Greens,member of the German Bundestag,Legislative,2021,2025,Former,s_aeffner,True,100.0,f,Germany,The Greens,,Legislative,Bundestag,2021,Previous,
Susann Rüthrich,Female,Germany,Social Democratic Party of Germany,member of the German Bundestag,Legislative,2017,2021,Former,SusannRuethrich,True,100.0,f,Germany,SPD,,Legislative,Bundestag,2017,Previous,
